2026/08/14 00:36:11 web-api listening on :8691
[GIN] 2026/08/14 - 00:36:11 | 200 |       85.25µs |       127.0.0.1 | GET      "/healthz"
[GIN] 2026/08/17 - 17:09:45 | 200 |  208.388083ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:09:45 | 200 |  235.735959ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:09:45 | 200 |  235.789125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:09:45 | 200 |  203.671416ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:09:45 | 200 |  204.832875ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:09:45 | 200 |  239.497333ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:09:45 | 200 |  239.663583ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:09:45 | 200 |  188.254625ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:09:49 | 200 |  167.094291ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:49 | 200 |     166.754ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:49 | 200 |  243.845458ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:09:49 | 200 |  204.911125ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:49 | 200 |     204.934ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:49 | 200 |  217.113459ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:09:49 | 200 |   232.64075ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:09:50 | 200 |  269.080292ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:09:50 | 200 |  255.173458ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:09:50 | 200 |  243.795584ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:09:50 | 200 |  243.825458ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:09:50 | 200 |  218.908917ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:09:50 | 200 |  219.608459ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:09:50 | 200 |  203.880041ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:09:50 | 200 |  204.763459ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:09:51 | 200 |  210.245334ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:09:54 | 200 |  171.584334ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:54 | 200 |  171.967958ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:54 | 200 |   242.38225ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:09:54 | 200 |  159.479125ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:54 | 200 |  159.398083ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:54 | 200 |   161.41875ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:09:54 | 200 |  161.420833ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:09:55 | 200 |  229.146667ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:09:55 | 200 |  229.160917ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:09:55 | 200 |  242.489667ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:09:55 | 200 |  242.932125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:09:55 | 200 |  202.069167ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:09:55 | 200 |   202.12425ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:09:55 | 200 |  256.461834ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:09:55 | 200 |  256.591667ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:09:55 | 200 |  233.255083ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:09:59 | 200 |  242.745959ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:09:59 | 200 |  429.058834ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:59 | 200 |  429.055292ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:59 | 200 |  167.555708ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:09:59 | 200 |  167.811084ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:00 | 200 |  156.322084ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:00 | 200 |  156.322042ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:00 | 200 |  205.509625ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:00 | 200 |  205.507125ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:00 | 200 |  473.391875ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:00 | 200 |    473.4285ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:00 | 200 |  210.782042ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:00 | 200 |  211.405583ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:01 | 200 |  206.831791ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:10:01 | 200 |   206.97525ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:10:01 | 200 |  185.650083ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:10:04 | 200 |   191.96475ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:04 | 200 |  191.966334ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:04 | 200 |   336.27725ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:04 | 200 |  165.783167ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:04 | 200 |  165.815666ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:04 | 200 |   173.32375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:05 | 200 |  378.622167ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:05 | 200 |  205.673583ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:05 | 200 |  201.930583ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:05 | 200 |  250.026792ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:05 | 200 |  243.632625ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:05 | 200 |    296.8455ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:05 | 200 |  229.894833ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:10:05 | 200 |  227.235375ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:05 | 200 |  205.862875ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:10:06 | 200 |  371.482791ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:10:09 | 200 |  172.123583ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:09 | 200 |  172.152958ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:09 | 200 |  245.419292ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:09 | 200 |  165.398416ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:09 | 200 |  184.938334ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:09 | 200 |  156.175334ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:09 | 200 |  163.116292ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:09 | 200 |  203.932209ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:10 | 200 |   202.54475ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:10 | 200 |  268.872875ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:10 | 200 |  254.397583ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:10 | 200 |  203.365667ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:10 | 200 |  210.273583ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:10 | 200 |  207.191042ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:10:10 | 200 |  195.770208ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:10:10 | 200 |  212.505833ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:10:14 | 200 |  178.182833ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:14 | 200 |  178.294792ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:14 | 200 |  164.179292ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:14 | 200 |  164.764666ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:14 | 200 |  494.008875ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:14 | 200 |  194.201709ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:14 | 200 |  194.200042ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:15 | 200 |    231.9525ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:15 | 200 |    231.8295ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:15 | 200 |  267.191541ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:15 | 200 |    268.1455ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:15 | 200 |  199.864958ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:15 | 200 |  200.282583ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:15 | 200 |  195.850375ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:10:15 | 200 |  200.038292ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:10:15 | 200 |  207.746708ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:10:19 | 200 |  164.971584ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:19 | 200 |  165.022792ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:19 | 200 |    220.6195ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:19 | 200 |  175.250125ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:19 | 200 |  197.646667ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:19 | 200 |  168.151084ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:19 | 200 |  186.609292ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:19 | 200 |  194.121292ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:20 | 200 |  230.813709ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:20 | 200 |  260.315375ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:20 | 200 |  290.097209ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:20 | 200 |  231.197708ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:20 | 200 |  199.699625ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:20 | 200 |  211.374875ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:10:20 | 200 |  230.812167ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:10:20 | 200 |  193.212708ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:10:24 | 200 |  190.896583ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:24 | 200 |  197.593916ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:24 | 200 |  213.673167ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:24 | 200 |  162.891375ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:24 | 200 |  186.519917ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:24 | 200 |  179.190209ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:24 | 200 |  169.303042ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:25 | 200 |  211.655459ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:25 | 200 |  237.150666ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:25 | 200 |    267.7905ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:25 | 200 |  267.224125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:25 | 200 |  193.184875ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:25 | 200 |  227.283791ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:25 | 200 |  220.427833ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:10:25 | 200 |  238.332875ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:10:25 | 200 |  194.879708ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:10:29 | 200 |  193.505958ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:29 | 200 |   229.05925ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:29 | 200 |  225.083583ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:29 | 200 |  163.326167ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:29 | 200 |  208.156333ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:29 | 200 |  181.782917ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:29 | 200 |  192.295875ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:30 | 200 |  196.306625ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:30 | 200 |  218.612083ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:30 | 200 |  245.694458ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:30 | 200 |  266.127333ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:30 | 200 |  225.436292ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:30 | 200 |  249.459708ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:30 | 200 |  236.029333ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:10:30 | 200 |  205.025625ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:10:30 | 200 |  233.773791ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:10:34 | 200 |  159.646791ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:34 | 200 |  182.531125ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:34 | 200 |  194.228084ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:34 | 200 |  180.664958ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:34 | 200 |  186.744625ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:34 | 200 |  206.471958ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:34 | 200 |  189.823334ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:35 | 200 |  207.779458ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:35 | 200 |  241.737667ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:35 | 200 |  235.317666ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:35 | 200 |  261.171125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:35 | 200 |  201.884375ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:35 | 200 |  230.966958ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:35 | 200 |  206.156167ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
[GIN] 2026/08/17 - 17:10:35 | 200 |  226.809583ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex&phase=development"
[GIN] 2026/08/17 - 17:10:36 | 200 |  230.976417ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex"
[GIN] 2026/08/17 - 17:10:39 | 200 |   160.90725ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:39 | 200 |  186.414917ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:39 | 200 |  190.434542ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:39 | 200 |     167.984ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:39 | 200 |  177.511208ms |       127.0.0.1 | GET      "/api/delivery/program?programId=4"
[GIN] 2026/08/17 - 17:10:39 | 200 |     164.388ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:39 | 200 |  193.504375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=4"
[GIN] 2026/08/17 - 17:10:40 | 200 |     222.256ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:40 | 200 |  229.166958ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=4"
[GIN] 2026/08/17 - 17:10:40 | 200 |  269.247667ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:40 | 200 |  237.406208ms |       127.0.0.1 | GET      "/api/delivery/items?programId=4&pageIndex=1&pageSize=200"
[GIN] 2026/08/17 - 17:10:40 | 200 |  203.329166ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:40 | 200 |  225.387083ms |       127.0.0.1 | GET      "/api/delivery/item?programId=4&itemKey=tiktok-foundation-82e5a663ba"
[GIN] 2026/08/17 - 17:10:40 | 200 |  197.502375ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=4&itemKey=tiktok-foundation-82e5a663ba&executorType=codex-testing-cases"
